"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.095";"48,800";"2.198";"51,200";"0";"0,000";"4.293";"9,652"
"ENSINO FUNDAMENTAL COMPLETO";"855";"50,117";"851";"49,883";"0";"0,000";"1.706";"3,836"
"ENSINO FUNDAMENTAL INCOMPLETO";"6.469";"53,926";"5.527";"46,074";"0";"0,000";"11.996";"26,971"
"ENSINO MÉDIO COMPLETO";"4.793";"42,285";"6.542";"57,715";"0";"0,000";"11.335";"25,485"
"ENSINO MÉDIO INCOMPLETO";"2.597";"51,162";"2.479";"48,838";"0";"0,000";"5.076";"11,413"
"LÊ E ESCREVE";"3.532";"53,727";"3.042";"46,273";"0";"0,000";"6.574";"14,781"
"NÃO INFORMADO";"1";"100,000";"0";"0,000";"0";"0,000";"1";"0,002"
"SUPERIOR COMPLETO";"658";"32,066";"1.392";"67,836";"2";"0,097";"2.052";"4,614"
"SUPERIOR INCOMPLETO";"591";"40,928";"853";"59,072";"0";"0,000";"1.444";"3,247"
"TOTAL(TT)";"21.591";"48,544";"22.884";"51,451";"2";"0,004";"44.477";"99,999"
