"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"738";"52,266";"674";"47,734";"0";"0,000";"1.412";"9,918"
"ENSINO FUNDAMENTAL COMPLETO";"329";"49,031";"342";"50,969";"0";"0,000";"671";"4,713"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.278";"54,007";"1.940";"45,993";"0";"0,000";"4.218";"29,627"
"ENSINO MÉDIO COMPLETO";"1.020";"38,857";"1.605";"61,143";"0";"0,000";"2.625";"18,438"
"ENSINO MÉDIO INCOMPLETO";"825";"44,474";"1.030";"55,526";"0";"0,000";"1.855";"13,029"
"LÊ E ESCREVE";"1.197";"52,662";"1.076";"47,338";"0";"0,000";"2.273";"15,965"
"NÃO INFORMADO";"0";"0,000";"1";"100,000";"0";"0,000";"1";"0,007"
"SUPERIOR COMPLETO";"243";"29,419";"583";"70,581";"0";"0,000";"826";"5,802"
"SUPERIOR INCOMPLETO";"147";"41,292";"209";"58,708";"0";"0,000";"356";"2,501"
"TOTAL(TT)";"6.777";"47,601";"7.460";"52,399";"0";"0,000";"14.237";"100,000"
