"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"3.153";"53,824";"2.699";"46,074";"6";"0,102";"5.858";"27,044"
"ENSINO FUNDAMENTAL COMPLETO";"264";"46,561";"303";"53,439";"0";"0,000";"567";"2,618"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.504";"54,281";"2.109";"45,719";"0";"0,000";"4.613";"21,296"
"ENSINO MÉDIO COMPLETO";"1.370";"38,172";"2.219";"61,828";"0";"0,000";"3.589";"16,569"
"ENSINO MÉDIO INCOMPLETO";"1.105";"48,465";"1.175";"51,535";"0";"0,000";"2.280";"10,526"
"LÊ E ESCREVE";"1.739";"51,012";"1.670";"48,988";"0";"0,000";"3.409";"15,738"
"NÃO INFORMADO";"4";"57,143";"2";"28,571";"1";"14,286";"7";"0,032"
"SUPERIOR COMPLETO";"264";"29,932";"618";"70,068";"0";"0,000";"882";"4,072"
"SUPERIOR INCOMPLETO";"184";"40,351";"272";"59,649";"0";"0,000";"456";"2,105"
"TOTAL(TT)";"10.587";"48,876";"11.067";"51,092";"7";"0,032";"21.661";"100,000"
