"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"826";"55,140";"669";"44,660";"3";"0,200";"1.498";"9,722"
"ENSINO FUNDAMENTAL COMPLETO";"198";"48,889";"206";"50,864";"1";"0,247";"405";"2,629"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.079";"53,226";"1.826";"46,749";"1";"0,026";"3.906";"25,350"
"ENSINO MÉDIO COMPLETO";"658";"35,263";"1.208";"64,737";"0";"0,000";"1.866";"12,111"
"ENSINO MÉDIO INCOMPLETO";"1.224";"47,077";"1.376";"52,923";"0";"0,000";"2.600";"16,874"
"LÊ E ESCREVE";"2.400";"53,512";"2.080";"46,377";"5";"0,111";"4.485";"29,108"
"NÃO INFORMADO";"12";"46,154";"12";"46,154";"2";"7,692";"26";"0,169"
"SUPERIOR COMPLETO";"87";"20,964";"328";"79,036";"0";"0,000";"415";"2,693"
"SUPERIOR INCOMPLETO";"62";"29,952";"145";"70,048";"0";"0,000";"207";"1,343"
"TOTAL(TT)";"7.546";"48,975";"7.850";"50,948";"12";"0,078";"15.408";"100,001"
