"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"282";"61,039";"180";"38,961";"0";"0,000";"462";"5,884"
"ENSINO FUNDAMENTAL COMPLETO";"105";"56,150";"82";"43,850";"0";"0,000";"187";"2,382"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.248";"57,565";"920";"42,435";"0";"0,000";"2.168";"27,611"
"ENSINO MÉDIO COMPLETO";"290";"35,627";"523";"64,251";"1";"0,123";"814";"10,367"
"ENSINO MÉDIO INCOMPLETO";"795";"44,890";"976";"55,110";"0";"0,000";"1.771";"22,555"
"LÊ E ESCREVE";"1.268";"57,298";"942";"42,567";"3";"0,136";"2.213";"28,184"
"NÃO INFORMADO";"1";"33,333";"2";"66,667";"0";"0,000";"3";"0,038"
"SUPERIOR COMPLETO";"30";"20,979";"113";"79,021";"0";"0,000";"143";"1,821"
"SUPERIOR INCOMPLETO";"27";"29,670";"64";"70,330";"0";"0,000";"91";"1,159"
"TOTAL(TT)";"4.046";"51,528";"3.802";"48,421";"4";"0,051";"7.852";"100,000"
