"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.653";"52,452";"2.399";"47,430";"6";"0,119";"5.058";"14,108"
"ENSINO FUNDAMENTAL COMPLETO";"656";"43,501";"851";"56,432";"1";"0,066";"1.508";"4,206"
"ENSINO FUNDAMENTAL INCOMPLETO";"5.697";"53,393";"4.971";"46,589";"2";"0,019";"10.670";"29,760"
"ENSINO MÉDIO COMPLETO";"827";"31,137";"1.824";"68,675";"5";"0,188";"2.656";"7,408"
"ENSINO MÉDIO INCOMPLETO";"3.174";"44,894";"3.896";"55,106";"0";"0,000";"7.070";"19,719"
"LÊ E ESCREVE";"4.063";"51,023";"3.889";"48,838";"11";"0,138";"7.963";"22,210"
"NÃO INFORMADO";"3";"20,000";"12";"80,000";"0";"0,000";"15";"0,042"
"SUPERIOR COMPLETO";"146";"26,165";"410";"73,477";"2";"0,358";"558";"1,556"
"SUPERIOR INCOMPLETO";"114";"32,113";"241";"67,887";"0";"0,000";"355";"0,990"
"TOTAL(TT)";"17.333";"48,345";"18.493";"51,580";"27";"0,075";"35.853";"100,000"
