"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.596";"45,440";"3.109";"54,420";"8";"0,140";"5.713";"11,579"
"ENSINO FUNDAMENTAL COMPLETO";"775";"43,272";"1.015";"56,672";"1";"0,056";"1.791";"3,630"
"ENSINO FUNDAMENTAL INCOMPLETO";"6.912";"50,040";"6.898";"49,938";"3";"0,022";"13.813";"27,995"
"ENSINO MÉDIO COMPLETO";"1.791";"37,753";"2.948";"62,142";"5";"0,105";"4.744";"9,615"
"ENSINO MÉDIO INCOMPLETO";"4.436";"43,533";"5.754";"56,467";"0";"0,000";"10.190";"20,652"
"LÊ E ESCREVE";"5.467";"48,791";"5.729";"51,129";"9";"0,080";"11.205";"22,709"
"NÃO INFORMADO";"21";"53,846";"18";"46,154";"0";"0,000";"39";"0,079"
"SUPERIOR COMPLETO";"374";"33,755";"734";"66,245";"0";"0,000";"1.108";"2,246"
"SUPERIOR INCOMPLETO";"281";"38,076";"456";"61,789";"1";"0,136";"738";"1,496"
"TOTAL(TT)";"22.653";"45,911";"26.661";"54,034";"27";"0,055";"49.341";"100,000"
