"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"5.765";"33,769";"11.307";"66,231";"0";"0,000";"17.072";"1,479"
"ENSINO FUNDAMENTAL COMPLETO";"28.071";"48,419";"29.904";"51,581";"0";"0,000";"57.975";"5,023"
"ENSINO FUNDAMENTAL INCOMPLETO";"94.844";"44,889";"116.441";"55,111";"0";"0,000";"211.285";"18,305"
"ENSINO MÉDIO COMPLETO";"159.526";"43,932";"203.593";"56,068";"0";"0,000";"363.119";"31,460"
"ENSINO MÉDIO INCOMPLETO";"74.824";"49,426";"76.561";"50,574";"0";"0,000";"151.385";"13,116"
"LÊ E ESCREVE";"15.648";"40,004";"23.468";"59,996";"0";"0,000";"39.116";"3,389"
"NÃO INFORMADO";"2";"66,667";"1";"33,333";"0";"0,000";"3";"0,000"
"SUPERIOR COMPLETO";"87.747";"40,652";"128.100";"59,348";"0";"0,000";"215.847";"18,701"
"SUPERIOR INCOMPLETO";"47.465";"48,228";"50.952";"51,772";"0";"0,000";"98.417";"8,527"
"TOTAL(TT)";"513.892";"44,523";"640.327";"55,477";"0";"0,000";"1.154.219";"100,000"
