"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.831";"49,273";"1.885";"50,727";"0";"0,000";"3.716";"20,800"
"ENSINO FUNDAMENTAL COMPLETO";"258";"55,844";"204";"44,156";"0";"0,000";"462";"2,586"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.431";"53,570";"2.107";"46,430";"0";"0,000";"4.538";"25,402"
"ENSINO MÉDIO COMPLETO";"1.163";"41,241";"1.657";"58,759";"0";"0,000";"2.820";"15,785"
"ENSINO MÉDIO INCOMPLETO";"907";"43,923";"1.158";"56,077";"0";"0,000";"2.065";"11,559"
"LÊ E ESCREVE";"1.653";"53,704";"1.425";"46,296";"0";"0,000";"3.078";"17,229"
"NÃO INFORMADO";"1";"100,000";"0";"0,000";"0";"0,000";"1";"0,006"
"SUPERIOR COMPLETO";"226";"27,394";"599";"72,606";"0";"0,000";"825";"4,618"
"SUPERIOR INCOMPLETO";"152";"42,222";"208";"57,778";"0";"0,000";"360";"2,015"
"TOTAL(TT)";"8.622";"48,262";"9.243";"51,738";"0";"0,000";"17.865";"100,000"
