"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"791";"53,230";"694";"46,703";"1";"0,067";"1.486";"12,224"
"ENSINO FUNDAMENTAL COMPLETO";"146";"46,945";"165";"53,055";"0";"0,000";"311";"2,558"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.364";"58,440";"970";"41,560";"0";"0,000";"2.334";"19,200"
"ENSINO MÉDIO COMPLETO";"909";"41,640";"1.274";"58,360";"0";"0,000";"2.183";"17,958"
"ENSINO MÉDIO INCOMPLETO";"624";"49,406";"639";"50,594";"0";"0,000";"1.263";"10,390"
"LÊ E ESCREVE";"2.290";"55,327";"1.849";"44,673";"0";"0,000";"4.139";"34,049"
"NÃO INFORMADO";"2";"50,000";"2";"50,000";"0";"0,000";"4";"0,033"
"SUPERIOR COMPLETO";"99";"29,290";"239";"70,710";"0";"0,000";"338";"2,781"
"SUPERIOR INCOMPLETO";"36";"36,735";"62";"63,265";"0";"0,000";"98";"0,806"
"TOTAL(TT)";"6.261";"51,505";"5.894";"48,486";"1";"0,008";"12.156";"99,999"
