"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.758";"53,435";"1.530";"46,505";"2";"0,061";"3.290";"16,160"
"ENSINO FUNDAMENTAL COMPLETO";"411";"48,353";"439";"51,647";"0";"0,000";"850";"4,175"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.413";"53,946";"2.060";"46,054";"0";"0,000";"4.473";"21,971"
"ENSINO MÉDIO COMPLETO";"1.707";"39,107";"2.658";"60,893";"0";"0,000";"4.365";"21,440"
"ENSINO MÉDIO INCOMPLETO";"1.261";"52,585";"1.137";"47,415";"0";"0,000";"2.398";"11,779"
"LÊ E ESCREVE";"1.742";"50,245";"1.724";"49,726";"1";"0,029";"3.467";"17,029"
"NÃO INFORMADO";"7";"46,667";"7";"46,667";"1";"6,667";"15";"0,074"
"SUPERIOR COMPLETO";"256";"25,963";"730";"74,037";"0";"0,000";"986";"4,843"
"SUPERIOR INCOMPLETO";"222";"43,107";"293";"56,893";"0";"0,000";"515";"2,530"
"TOTAL(TT)";"9.777";"48,023";"10.578";"51,957";"4";"0,020";"20.359";"100,000"
