"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.425";"48,077";"1.539";"51,923";"0";"0,000";"2.964";"22,690"
"ENSINO FUNDAMENTAL COMPLETO";"256";"44,677";"316";"55,148";"1";"0,175";"573";"4,386"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.730";"49,457";"1.768";"50,543";"0";"0,000";"3.498";"26,778"
"ENSINO MÉDIO COMPLETO";"528";"33,588";"1.044";"66,412";"0";"0,000";"1.572";"12,034"
"ENSINO MÉDIO INCOMPLETO";"643";"43,358";"840";"56,642";"0";"0,000";"1.483";"11,353"
"LÊ E ESCREVE";"1.254";"51,038";"1.200";"48,840";"3";"0,122";"2.457";"18,809"
"NÃO INFORMADO";"6";"46,154";"7";"53,846";"0";"0,000";"13";"0,100"
"SUPERIOR COMPLETO";"91";"26,225";"256";"73,775";"0";"0,000";"347";"2,656"
"SUPERIOR INCOMPLETO";"50";"32,051";"106";"67,949";"0";"0,000";"156";"1,194"
"TOTAL(TT)";"5.983";"45,801";"7.076";"54,168";"4";"0,031";"13.063";"100,000"
