"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"757";"51,462";"714";"48,538";"0";"0,000";"1.471";"9,045"
"ENSINO FUNDAMENTAL COMPLETO";"345";"45,817";"408";"54,183";"0";"0,000";"753";"4,630"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.159";"50,035";"2.156";"49,965";"0";"0,000";"4.315";"26,531"
"ENSINO MÉDIO COMPLETO";"903";"39,815";"1.365";"60,185";"0";"0,000";"2.268";"13,945"
"ENSINO MÉDIO INCOMPLETO";"750";"44,776";"925";"55,224";"0";"0,000";"1.675";"10,299"
"LÊ E ESCREVE";"2.315";"48,159";"2.491";"51,820";"1";"0,021";"4.807";"29,556"
"NÃO INFORMADO";"1";"100,000";"0";"0,000";"0";"0,000";"1";"0,006"
"SUPERIOR COMPLETO";"205";"30,643";"464";"69,357";"0";"0,000";"669";"4,113"
"SUPERIOR INCOMPLETO";"144";"47,213";"161";"52,787";"0";"0,000";"305";"1,875"
"TOTAL(TT)";"7.579";"46,600";"8.684";"53,394";"1";"0,006";"16.264";"100,000"
