"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.403";"49,982";"1.402";"49,947";"2";"0,071";"2.807";"15,260"
"ENSINO FUNDAMENTAL COMPLETO";"492";"46,154";"574";"53,846";"0";"0,000";"1.066";"5,795"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.164";"50,906";"2.087";"49,094";"0";"0,000";"4.251";"23,110"
"ENSINO MÉDIO COMPLETO";"1.171";"39,494";"1.794";"60,506";"0";"0,000";"2.965";"16,119"
"ENSINO MÉDIO INCOMPLETO";"790";"46,580";"906";"53,420";"0";"0,000";"1.696";"9,220"
"LÊ E ESCREVE";"2.264";"52,082";"2.082";"47,895";"1";"0,023";"4.347";"23,631"
"NÃO INFORMADO";"5";"71,429";"2";"28,571";"0";"0,000";"7";"0,038"
"SUPERIOR COMPLETO";"233";"28,730";"578";"71,270";"0";"0,000";"811";"4,409"
"SUPERIOR INCOMPLETO";"155";"34,831";"290";"65,169";"0";"0,000";"445";"2,419"
"TOTAL(TT)";"8.677";"47,170";"9.715";"52,813";"3";"0,016";"18.395";"99,999"
