"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.037";"50,098";"2.023";"49,754";"6";"0,148";"4.066";"22,770"
"ENSINO FUNDAMENTAL COMPLETO";"295";"51,215";"281";"48,785";"0";"0,000";"576";"3,226"
"ENSINO FUNDAMENTAL INCOMPLETO";"3.038";"53,373";"2.654";"46,627";"0";"0,000";"5.692";"31,875"
"ENSINO MÉDIO COMPLETO";"920";"40,175";"1.370";"59,825";"0";"0,000";"2.290";"12,824"
"ENSINO MÉDIO INCOMPLETO";"684";"44,329";"859";"55,671";"0";"0,000";"1.543";"8,641"
"LÊ E ESCREVE";"1.500";"55,391";"1.207";"44,572";"1";"0,037";"2.708";"15,165"
"NÃO INFORMADO";"1";"33,333";"2";"66,667";"0";"0,000";"3";"0,017"
"SUPERIOR COMPLETO";"192";"26,853";"523";"73,147";"0";"0,000";"715";"4,004"
"SUPERIOR INCOMPLETO";"89";"33,712";"175";"66,288";"0";"0,000";"264";"1,478"
"TOTAL(TT)";"8.756";"49,034";"9.094";"50,927";"7";"0,039";"17.857";"100,000"
